log10_HC50
2.654191721
1.61980592
1.446097263
2.087169285
3.0
1.374335174
0.0
2.544068044
3.0
1.322219295
2.747312237
1.655076946
1.527627677
1.966529202
1.173055888
3.0
2.638456538
3.0
2.698970004
3.0
2.021189299
3.0
1.84509804
1.880813592
1.95320846
1.043068571
3.0
2.176091259
2.053637403
3.0
1.974974776
1.749072273
2.836686525
2.372006975
3.0
3.0
1.559201479
3.0
2.0
3.0
2.37426669
3.0
2.144092497
3.0
3.0
3.0
3.0
3.0
3.0
1.681241237
2.610467673
3.0
3.0
2.087169285
3.0
1.255272505
2.161368002
1.994139247
2.469822016
1.477121255
1.672097858
2.041392685
3.0
1.241048151
3.0
1.86619688
2.091020269
1.161368002
1.602059991
1.661204182
1.431363764
2.500943403
2.024570195
2.632799666
3.0
1.212389266
3.0
3.0
3.0
1.877337948
1.602059991
3.0
3.0
2.201397124
3.0
1.397940009
3.0
0.895226206
2.762525343
2.039568309
2.518582149
0.969771893
2.047200467
2.127314415
1.516556835
3.0
0.480117497
1.377937428
1.905639881
2.065578453
3.0
3.0
3.0
3.0
2.377215
3.0
3.0
3.0
3.0
2.235856877
3.0
3.0
3.0
0.0
2.463318681
2.592936936
2.232521785
3.0
2.262219055
0.944482672
2.301029996
3.0
3.0
3.0
2.10717444
2.010084704
2.547895742
3.0
3.0
1.698970004
1.559167415
1.838849091
2.74851597
2.378944788
2.414118402
0.760943196
1.564843834
3.0
3.0
1.079181246
0.414973348
3.0
1.012572564
2.277088061
3.0
1.247809852
3.0
3.0
2.068139953
3.0
3.0
1.150577316
3.0
1.956934884
3.0
0.602059991
3.0
2.627023339
2.176091259
3.0
3.0
2.176091259
3.0
3.0
1.433847552
3.0
0.0
2.277088061
1.087169285
3.0
1.579783597
3.0
2.0
3.0
1.653212514
2.0
2.258436798
2.437530632
1.09613895
0.857846951
2.523746467
2.400688248
0.043141372
2.533588972
0.698970004
3.0
1.150577316
2.53233593
3.0
1.883962059
1.669877671
3.0
2.315367408
0.508361949
2.210568955
3.0
2.146128036
0.313288841
3.0
2.5289167
0.806179974
3.0
3.0
1.97107044
2.316818584
1.359835482
1.943154881
3.0
2.077408799
2.698970004
2.180113493
1.579783597
1.495544338
2.004540302
1.908485019
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
1.286388336
1.444084253
1.996560152
2.656792455
1.204119983
3.0
1.099906255
1.579783597
1.851582586
1.399766299
1.841106194
3.0
3.0
1.591134315
1.685246961
2.138854341
2.000799552
1.087169285
2.954242509
2.342422681
0.409204255
1.801943774
2.451544993
3.0
1.62324929
2.194587494
1.089526846
2.967178406
3.0
2.290511325
2.070459106
3.0
2.604153495
1.089883006
1.698970004
3.0
2.15152112
3.0
2.64507105
3.0
3.0
2.021189299
3.0
3.0
3.0
1.740362689
3.0
1.649718254
2.736186162
3.0
2.610467673
3.0
3.0
3.0
1.284247891
1.041392685
1.151066035
2.614837776
3.0
3.0
3.0
2.0
1.949850181
3.0
0.717142508
3.0
0.77815125
2.715044573
2.301029996
3.0
1.41990289
1.875061263
2.899628195
2.627730089
1.730042035
2.12905439
1.552820972
2.487138375
3.0
1.44870632
3.0
0.812622661
1.580364901
2.584034067
2.255071765
3.0
1.903089987
3.0
2.432969291
3.0
1.735065887
3.0
1.361727836
2.300731228
2.133925697
1.536190526
2.811795313
2.828347678
3.0
2.322219295
3.0
0.698970004
3.0
1.882277423
2.218605388
2.698970004
2.317964496
1.545505693
2.698970004
3.0
3.0
3.0
2.079238189
2.209461381
2.823496532
3.0
2.685903965
1.698970004
2.14844988
1.967448269
3.0
3.0
2.049218023
3.0
3.0
1.100370545
1.661292246
1.740362689
2.041392685
1.799340549
0.406301957
3.0
1.400936251
3.0
2.698970004
1.485140166
2.698970004
1.571708832
3.0
2.43618877
1.935348229
3.0
2.446282242
2.414973348
3.0
3.0
3.0
3.0
3.0
2.646993064
2.584910464
1.549582586
0.0
1.301029996
1.021962882
3.0
0.991030483
2.293120881
2.169765269
2.399086073
1.910374187
1.761189842
2.416134626
1.662757832
1.813239662
2.382486206
2.469994136
2.0
0.014918953
3.0
1.484800139
1.44260663
3.0
2.377215
3.0
2.139385506
2.083262187
3.0
3.0
2.778720702
1.98190917
2.054188968
2.705033761
3.0
3.0
2.298964878
2.315367408
2.456906926
2.311731756
2.342422681
2.298033754
3.0
0.361727836
1.57736342
1.916005526
0.629880973
0.779274978
2.107649352
3.0
3.0
3.0
0.968482949
3.0
1.997003758
1.587418332
1.427817766
1.150577316
3.0
2.255272505
3.0
1.264764013
3.0
3.0
1.193813437
1.343540741
1.372050813
3.0
0.707331953
1.740362689
0.0
1.113943352
1.19707943
3.0
3.0
3.0
3.0
0.764916128
2.515940952
3.0
2.802217835
2.397940009
1.984467505
2.471291711
3.0
1.778961619
3.0
1.989100102
1.621931152
2.37521301
2.068185862
2.452096031
1.912830715
0.980669351
2.747312237
1.900967624
2.404003766
2.108535042
2.985725121
3.0
1.058777992
3.0
3.0
2.62551886
1.612783857
1.763813838
2.075546961
1.150577316
2.0
2.732993637
1.450011003
2.637245904
3.0
3.0
2.481225056
1.270625594
1.844077616
3.0
2.021964864
3.0
3.0
2.05215592
2.267881834
1.963669819
2.60574549
2.716003344
1.448755759
3.0
3.0
0.57360493
2.0
0.278753601
3.0
2.021189299
3.0
2.146128036
3.0
2.322219295
3.0
1.485109294
3.0
2.196368913
3.0
3.0
3.0
3.0
3.0
3.0
3.0
2.182157101
3.0
2.512006472
3.0
1.89653135
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
0.0
3.0
3.0
3.0
3.0
3.0
3.0
2.78938503
1.462783843
2.698970004
2.094779761
3.0
1.414973348
2.698970004
0.993444052
3.0
2.404003766
2.155671216
1.636941327
2.278552297
3.0
3.0
2.201123741
3.0
3.0
1.59353777
2.414427444
2.395183697
1.477121255
2.895618197
1.226597681
1.954242509
0.684453208
0.207331953
3.0
3.0
2.33043739
3.0
1.712949389
1.56728461
3.0
2.508955223
1.822665188
1.426614833
2.098829166
1.472756449
3.0
3.0
3.0
0.838745277
2.132298948
3.0
2.055909357
2.120573931
1.925052869
3.0
2.10297377
2.275498044
3.0
2.785329835
2.315120964
1.806179974
3.0
3.0
3.0
3.0
0.865677549
1.934970506
1.996560152
3.0
3.0
3.0
1.379833122
1.445198696
3.0
2.0
2.350102106
3.0
3.0
2.518385546
3.0
1.014337412
1.433604352
2.220418718
0.844108364
3.0
3.0
2.015939606
2.747312237
1.580364901
3.0
3.0
2.760907346
1.168413014
2.129020528
2.253477834
2.764110308
2.602059991
3.0
2.948254699
1.030887117
1.864402447
2.698970004
2.447158031
2.079181246
0.970646204
0.902002891
1.298033754
3.0
3.0
3.0
1.380211242
0.742169149
3.0
1.767971721
2.275502193
1.397940009
0.71413475
3.0
1.627792979
1.949793492
0.079181246
2.1430148
1.617000341
2.041392685
2.651030043
3.0
1.754982505
2.085872509
3.0
1.422277356
2.953976096
2.719515552
1.980911938
3.0
2.765697112
2.079181246
2.653212514
1.28387068
2.009436517
3.0
3.0
3.0
1.165053806
2.352182518
2.705033761
1.342422681
3.0
3.0
1.903089987
2.322219295
2.315120964
2.396488292
2.254928513
1.785384524
1.380211242
3.0
2.84509804
1.956858628
3.0
2.770852012
0.600735854
2.172900998
2.705033761
1.176091259
0.974917906
0.707331953
1.953646261
2.252148388
1.819779879
0.698970004
1.602059991
2.029358416
1.06669855
3.0
0.477121255
1.952731462
2.434114703
2.06949956
2.151073869
0.307398481
2.377215
1.591064607
3.0
0.698970004
0.77815125
2.683236792
3.0
1.664666678
3.0
2.192707772
1.742529937
3.0
3.0
1.971875792
0.146128036
3.0
0.786096928
1.77815125
2.815756984
3.0
3.0
1.731754134
1.397940009
0.074084689
2.208028078
2.071059241
3.0
3.0
3.0
1.833785432
0.667359546
2.224040202
3.0
1.307282047
3.0
3.0
0.0
3.0
2.179094572
2.366242848
3.0
2.315367408
2.472372323
2.859775851
2.0
3.0
0.191878294
1.447158031
3.0
1.999983892
2.5
0.988478385
2.228616242
3.0
3.0
3.0
3.0
1.520615122
3.0
1.972988813
2.990640091
2.981466136
1.176091259
1.471293781
2.593536158
2.158831621
2.301029996
2.639031527
0.357846951
3.0
2.401658765
3.0
2.942154093
3.0
3.0
2.024672678
2.204119983
2.362677232
3.0
3.0
0.739776512
3.0
3.0
3.0
0.707331953
2.740222861
2.588456972
1.716400295
3.0
3.0
3.0
3.0
3.0
1.891263354
1.041392685
2.437750563
1.765021616
3.0
1.995613038
2.194701494
3.0
2.0
2.194470269
3.0
3.0
3.0
1.397940009
3.0
1.766370448
3.0
3.0
2.339116946
3.0
2.023509949
3.0
3.0
2.377778755
2.0
1.859736118
2.777809421
0.84509804
3.0
2.259685263
3.0
3.0
1.504501434
2.342422681
3.0
3.0
1.522584125
3.0
1.851545438
1.812913357
3.0
3.0
3.0
2.106835162
3.0
1.301029996
0.479153742
1.698970004
3.0
1.643452676
0.602059991
0.479153742
3.0
3.0
2.63375724
0.298033754
3.0
3.0
0.301029996
1.146128036
1.8440138
2.86125559
3.0
2.488441262
1.875061263
2.347040061
1.954242509
3.0
3.0
0.238560627
2.826100194
3.0
3.0
2.406540592
2.224040202
1.737657876
0.079181246
1.903089987
3.0
3.0
3.0
0.166430114
0.406301957
3.0
1.937600405
2.223134919
1.477121255
3.0
2.267171728
0.434598703
3.0
1.80910415
3.0
1.584550889
0.506050814
3.0
1.409897631
2.275720172
2.698970004
3.0
3.0
3.0
2.149037284
2.021189299
3.0
1.505149978
2.161262951
2.10720997
3.0
1.766087787
0.576539725
3.0
2.111281616
3.0
3.0
2.949493578
2.200324628
2.540110309
0.828850977
3.0
3.0
0.698970004
1.712066661
0.935003151
1.977723605
2.477121255
3.0
1.572352908
0.397940009
0.610205962
3.0
3.0
2.566211094
3.0
2.556375013
0.672041416
2.079181246
3.0
0.903089987
3.0
3.0
3.0
1.698970004
1.357675779
3.0
1.489637496
0.579445255
3.0
3.0
1.923403496
3.0
1.06069784
2.26160608
1.529641815
3.0
3.0
0.0
3.0
2.301029996
1.436162647
3.0
3.0
2.315367408
2.753350192
3.0
2.10297377
3.0
1.791527689
2.536571975
0.31975214
3.0
2.024963348
2.472372323
1.399895383
2.315367408
2.67121134
3.0
3.0
2.265735349
2.255071765
2.750965418
3.0
3.0
3.0
3.0
1.301029996
1.431344827
1.393061999
2.340887519
3.0
3.0
3.0
2.450677702
2.0
2.16502741
2.377215
0.695993209
3.0
2.954242509
2.899628195
3.0
2.681241237
2.514859834
2.029383778
1.187834084
1.380869697
1.308924945
3.0
0.608526034
1.352723183
1.452399846
2.221128172
3.0
1.218488062
3.0
1.217483944
3.0
3.0
3.0
3.0
1.0
3.0
0.602059991
0.0
1.571317788
1.582375044
3.0
1.903089987
2.079238189
3.0
3.0
3.0
2.705033761
3.0
3.0
2.859235339
1.213467977
3.0
2.255272505
1.812913357
1.725585626
3.0
3.0
1.87098438
1.951975426
2.817797146
1.518930962
2.480866099
3.0
1.260453036
3.0
3.0
3.0
3.0
2.298033754
2.207259765
1.951544993
3.0
3.0
0.997003758
1.679055097
2.474771745
2.501968603
1.2639502
2.843428012
0.299507299
2.446282242
2.026255774
1.77815125
3.0
3.0
1.870312332
2.487103146
3.0
1.985982795
3.0
3.0
0.056816955
1.653212514
3.0
3.0
3.0
3.0
2.096910013
3.0
1.380622035
3.0
2.292850335
3.0
3.0
0.0
3.0
2.237878474
3.0
2.255272505
1.933232564
1.674006656
3.0
3.0
1.87672446
2.069721563
1.099906255
3.0
1.026713793
2.14844988
0.707331953
3.0
0.176146058
3.0
3.0
2.620051501
3.0
1.28387068
2.955630076
3.0
3.0
1.193338575
3.0
3.0
3.0
1.527627677
2.404003766
2.385313135
1.849485002
3.0
1.698970004
0.556816955
1.657564009
1.446148972
2.298033754
3.0
2.631381621
1.954242509
2.382206797
0.08627222
1.344363871
1.939469331
0.548411505
3.0
0.776701184
1.888448327
3.0
3.0
2.58994601
3.0
3.0
3.0
3.0
3.0
1.451233834
3.0
3.0
2.176091259
3.0
3.0
3.0
1.938172827
3.0
1.427817766
1.363399593
3.0
2.257889533
1.358453923
1.377452094
2.169300254
1.374335174
2.315448074
1.374335174
1.992854781
3.0
1.366867894
2.506630769
2.035489792
1.477986043
2.251289112
1.505149978
1.285737525
1.888663984
0.966588923
0.607002228
2.012407045
2.639324033
1.658984338
2.255272505
3.0
3.0
1.494441177
2.047586985
1.052350778
3.0
1.691135538
1.955215767
1.090476397
2.688905105
3.0
1.072750934
3.0
2.169692612
3.0
2.537030229
3.0
1.698970004
0.0
1.587418332
3.0
0.927168127
2.224040202
1.698970004
3.0
1.698970004
2.637448221
2.961271267
2.876176264
0.602059991
2.09958284
2.549229403
3.0
3.0
3.0
0.658876947
1.611800719
0.996172632
3.0
1.699578164
2.477690706
3.0
1.176091259
2.621780528
2.539986961
1.598284603
2.6886075
3.0
3.0
3.0
3.0
3.0
0.966432071
1.615003402
3.0
2.236186162
2.257888624
3.0
2.160527555
3.0
2.315120964
2.462397998
3.0
1.487184356
3.0
3.0
1.41938133
0.809970985
3.0
1.963663625
3.0
2.472372323
0.707331953
3.0
1.549582586
0.602059991
3.0
1.212918109
3.0
1.742417694
3.0
2.698970004
